,RANK,NAME,TEAM,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,id,team_img,player_img
68,69,Malik Monk,SAC,SG,72,26.0,15.4,5.5,12.4,44.3,2.1,5.9,35.0,2.4,2.8,82.9,2.9,5.1,0.6,0.5,2.1,2,0,4066262,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sac.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066262.png&w=350&h=254
69,70,Jaden Ivey,DET,PG,77,28.8,15.4,5.4,12.6,42.9,1.6,4.8,33.6,2.9,3.9,74.9,3.4,3.8,0.7,0.5,2.5,2,0,4433218,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/det.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433218.png&w=350&h=254
70,71,Keegan Murray,SAC,SF,77,33.6,15.2,5.8,12.7,45.4,2.4,6.6,35.8,1.3,1.6,83.1,5.5,1.7,1.0,0.8,0.8,8,0,4594327,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sac.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4594327.png&w=350&h=254
71,72,Derrick White,BOS,PG,73,32.6,15.2,5.3,11.5,46.1,2.7,6.8,39.6,1.9,2.1,90.1,4.2,5.2,1.0,1.2,1.5,5,1,3078576,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/bos.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3078576.png&w=350&h=254
72,73,John Collins,UTAH,PF,68,28.0,15.1,5.8,11.0,53.2,1.3,3.4,37.1,2.2,2.7,79.5,8.5,1.1,0.6,0.9,1.4,24,0,3908845,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/utah.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3908845.png&w=350&h=254
73,74,Deni Avdija,WSH,SF,75,30.1,14.7,5.4,10.7,50.6,1.2,3.1,37.4,2.7,3.6,73.9,7.2,3.8,0.8,0.5,2.1,18,0,4683021,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683021.png&w=350&h=254
74,75,Bennedict Mathurin,IND,SG,59,26.1,14.5,5.0,11.2,44.6,1.4,3.6,37.4,3.1,3.8,82.1,4.0,2.0,0.6,0.2,1.6,3,0,4683634,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/ind.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683634.png&w=350&h=254
75,76,Tim Hardaway Jr.,DAL,SF,79,26.8,14.4,5.0,12.4,40.2,2.7,7.6,35.3,1.8,2.1,85.2,3.2,1.8,0.5,0.1,0.9,0,0,2528210,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/det.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2528210.png&w=350&h=254
76,77,Dennis Schroder,TOR/BKN,PG,80,31.1,14.0,5.0,11.6,43.5,1.7,4.6,37.5,2.2,2.7,83.6,3.0,6.1,0.8,0.2,1.9,8,0,3032979,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/bkn.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3032979.png&w=350&h=254
77,78,Caris LeVert,CLE,SG,68,28.8,14.0,5.1,12.1,42.1,1.6,4.9,32.5,2.3,3.0,76.6,4.1,5.1,1.1,0.5,1.7,6,0,2991043,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/cle.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2991043.png&w=350&h=254
78,79,Scoot Henderson,POR,G,62,28.5,14.0,5.0,12.9,38.5,1.4,4.3,32.5,2.7,3.3,81.9,3.1,5.4,0.8,0.2,3.4,8,0,4683678,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683678.png&w=350&h=254
79,80,Rudy Gobert,MIN,C,76,34.1,14.0,5.3,8.1,66.1,0.0,0.0,0.0,3.3,5.1,63.8,12.9,1.3,0.7,2.1,1.6,54,0,3032976,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/min.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3032976.png&w=350&h=254
80,81,Norman Powell,LAC,G,76,26.2,13.9,4.9,10.1,48.6,2.2,5.1,43.5,1.9,2.3,83.1,2.6,1.1,0.6,0.3,0.9,0,0,2595516,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2595516.png&w=350&h=254
81,82,Aaron Gordon,DEN,PF,73,31.5,13.9,5.5,9.8,55.6,0.5,1.9,29.0,2.4,3.7,65.8,6.5,3.5,0.8,0.6,1.4,12,0,3064290,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/den.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3064290.png&w=350&h=254
82,83,Jalen Duren,DET,C,61,29.1,13.8,5.7,9.2,61.9,0.0,0.1,0.0,2.3,3.0,79.0,11.6,2.4,0.5,0.8,2.1,44,0,4433621,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/det.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433621.png&w=350&h=254
83,84,Bobby Portis,MIL,F,82,24.5,13.8,5.7,11.2,50.8,1.2,3.0,40.7,1.2,1.5,79.0,7.4,1.3,0.8,0.4,1.1,17,0,3064482,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mil.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3064482.png&w=350&h=254
84,85,Jabari Smith Jr.,HOU,PF,76,31.9,13.7,5.0,11.0,45.4,1.8,5.0,36.3,2.0,2.4,81.1,8.1,1.6,0.7,0.8,1.2,16,0,4432639,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432639.png&w=350&h=254
85,86,Gary Trent Jr.,TOR,SG,71,28.1,13.7,5.1,11.9,42.6,2.5,6.4,39.3,1.0,1.4,77.1,2.6,1.7,1.1,0.1,0.7,1,0,4277843,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mil.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277843.png&w=350&h=254
86,87,Saddiq Bey,ATL,SF,63,32.7,13.7,4.6,11.1,41.6,1.8,5.7,31.6,2.7,3.2,83.7,6.5,1.5,0.8,0.2,0.9,8,0,4397136,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/wsh.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397136.png&w=350&h=254
87,88,Rui Hachimura,LAL,PF,68,26.8,13.6,5.3,9.9,53.7,1.4,3.4,42.2,1.5,2.0,73.9,4.3,1.2,0.6,0.4,0.7,4,0,4066648,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lal.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066648.png&w=350&h=254
88,89,Grayson Allen,PHX,SG,75,33.5,13.5,4.5,9.1,49.9,2.7,5.9,46.1,1.7,2.0,87.8,3.9,3.0,0.9,0.6,1.3,1,0,3135045,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/phx.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3135045.png&w=350&h=254
89,90,Naz Reid,MIN,C,81,24.2,13.5,5.0,10.5,47.7,2.1,5.0,41.4,1.3,1.8,73.6,5.2,1.3,0.8,0.9,1.4,6,0,4396971,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/min.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4396971.png&w=350&h=254
90,91,Cameron Johnson,BKN,SF,58,27.6,13.4,4.8,10.7,44.6,2.4,6.1,39.1,1.5,1.9,78.9,4.3,2.4,0.8,0.3,1.0,1,0,3138196,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/bkn.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3138196.png&w=350&h=254
91,92,Corey Kispert,WSH,SF,80,25.8,13.4,4.8,9.9,48.6,2.3,6.0,38.3,1.4,2.0,72.6,2.8,2.0,0.5,0.2,1.2,1,0,4280151,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/wsh.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4280151.png&w=350&h=254
92,93,Andrew Wiggins,GS,SF,71,27.0,13.2,5.0,11.0,45.3,1.3,3.6,35.8,2.0,2.7,75.1,4.5,1.7,0.6,0.6,1.2,3,0,3059319,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3059319.png&w=350&h=254
93,94,Keyonte George,UTAH,G,75,27.0,13.0,4.3,10.9,39.1,2.0,5.9,33.4,2.5,3.0,84.8,2.8,4.4,0.5,0.1,2.5,1,0,4433627,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/utah.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433627.png&w=350&h=254
94,95,Duncan Robinson,MIA,F,68,28.0,12.9,4.5,9.9,45.0,2.8,7.0,39.5,1.2,1.3,88.9,2.5,2.8,0.7,0.2,1.4,0,0,3157465,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mia.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3157465.png&w=350&h=254
95,96,P.J. Washington,DAL/CHA,PF,73,30.4,12.9,4.8,11.1,43.7,1.8,5.7,32.0,1.4,2.0,68.3,5.6,1.9,1.0,0.8,1.3,4,0,4278078,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278078.png&w=350&h=254
96,97,Dillon Brooks,HOU,SF,72,30.9,12.7,4.6,10.7,42.8,1.8,5.1,35.9,1.7,2.0,84.4,3.4,1.7,0.9,0.1,1.2,1,0,3155526,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3155526.png&w=350&h=254
97,98,Jalen Suggs,ORL,SG,75,27.0,12.6,4.5,9.5,47.1,2.0,5.1,39.7,1.6,2.1,75.6,3.1,2.7,1.4,0.6,1.8,0,0,4432165,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432165.png&w=350&h=254
98,99,Brook Lopez,MIL,C,79,30.5,12.5,4.6,9.6,48.5,1.9,5.1,36.6,1.4,1.7,82.1,5.2,1.6,0.5,2.4,1.0,5,0,3448,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mil.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3448.png&w=350&h=254
99,100,Jrue Holiday,BOS,PG,69,32.8,12.5,4.8,10.0,48.0,2.0,4.7,42.9,0.9,1.0,83.3,5.4,4.8,0.9,0.8,1.8,7,0,3995,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/bos.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3995.png&w=350&h=254
100,101,Josh Giddey,OKC,SG,80,25.2,12.3,5.0,10.6,47.5,1.0,3.0,33.7,1.3,1.6,80.6,6.4,4.8,0.7,0.6,2.1,10,3,4871145,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/chi.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4871145.png&w=350&h=254
101,102,Jonas Valanciunas,NO,C,82,23.5,12.2,4.9,8.8,55.9,0.5,1.5,30.8,2.0,2.5,78.5,8.8,2.1,0.4,0.8,1.4,33,0,6477,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/wsh.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6477.png&w=350&h=254
102,103,Harrison Barnes,SAC,SF,82,29.0,12.2,4.2,8.9,47.4,1.8,4.7,38.7,1.9,2.4,80.1,3.0,1.2,0.7,0.1,0.7,0,0,6578,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6578.png&w=350&h=254
103,104,Max Strus,CLE,SG,70,32.0,12.2,4.3,10.4,41.8,2.4,6.8,35.1,1.1,1.4,79.4,4.8,4.0,0.9,0.4,1.6,5,1,4065778,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/cle.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4065778.png&w=350&h=254
104,105,Aaron Nesmith,IND,SF,72,27.7,12.2,4.4,8.8,49.6,1.9,4.6,41.9,1.5,1.9,78.1,3.8,1.5,0.9,0.7,0.9,1,0,4396909,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/ind.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4396909.png&w=350&h=254
105,106,Ayo Dosunmu,CHI,SG,76,29.1,12.2,4.7,9.5,50.1,1.6,3.9,40.3,1.1,1.4,81.0,2.8,3.2,0.9,0.5,1.4,1,0,4397002,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/chi.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397002.png&w=350&h=254
106,107,Buddy Hield,IND/PHI,SG,84,25.7,12.1,4.4,10.1,43.6,2.6,6.8,38.6,0.6,0.7,88.1,3.2,2.8,0.8,0.5,1.2,1,0,2990984,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2990984.png&w=350&h=254
107,108,Tyus Jones,WSH,PG,66,29.3,12.0,4.9,10.1,48.9,1.6,3.9,41.4,0.5,0.6,80.0,2.7,7.3,1.1,0.3,1.0,9,1,3135046,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/phx.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3135046.png&w=350&h=254
108,109,Jaime Jaquez Jr.,MIA,G,75,28.2,11.9,4.5,9.3,48.9,0.9,2.7,32.2,1.9,2.3,81.1,3.8,2.6,1.0,0.3,1.5,1,0,4432848,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mia.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432848.png&w=350&h=254
109,110,Nic Claxton,BKN,C,71,29.8,11.8,5.2,8.2,62.9,0.0,0.1,20.0,1.5,2.8,55.1,9.9,2.1,0.6,2.1,1.3,30,0,4278067,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/bkn.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278067.png&w=350&h=254
110,111,Ivica Zubac,LAC,C,68,26.4,11.7,5.0,7.6,64.9,0.0,0.0,0.0,1.8,2.4,72.3,9.2,1.4,0.3,1.2,1.2,23,0,4017837,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4017837.png&w=350&h=254
111,112,Jeremy Sochan,SA,F,74,29.6,11.6,4.6,10.5,43.8,0.9,3.1,30.8,1.5,1.9,77.1,6.4,3.4,0.8,0.5,1.9,7,0,4610139,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4610139.png&w=350&h=254
112,113,Cole Anthony,ORL,PG,81,22.4,11.6,4.1,9.4,43.5,1.1,3.4,33.8,2.2,2.7,82.6,3.8,2.9,0.8,0.5,1.6,3,0,4432809,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432809.png&w=350&h=254
113,114,Clint Capela,ATL,C,73,25.8,11.5,4.8,8.5,57.1,0.0,0.0,0.0,1.8,2.8,63.1,10.6,1.2,0.6,1.5,1.0,38,0,3102529,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/atl.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3102529.png&w=350&h=254
114,115,Mike Conley,MIN,PG,76,28.9,11.4,3.9,8.5,45.7,2.4,5.3,44.2,1.3,1.5,91.1,2.9,5.9,1.2,0.2,1.3,5,0,3195,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/min.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3195.png&w=350&h=254
115,116,Malik Beasley,MIL,SG,79,29.6,11.3,4.1,9.1,44.3,2.8,6.9,41.3,0.3,0.4,71.4,3.7,1.4,0.7,0.1,0.7,1,0,3907822,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/det.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3907822.png&w=350&h=254
116,117,Zach Collins,SA,PF,69,22.1,11.2,4.3,8.9,48.4,0.8,2.6,32.0,1.8,2.3,75.3,5.4,2.8,0.5,0.8,1.9,3,0,4066650,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066650.png&w=350&h=254
117,118,Russell Westbrook,LAC,PG,68,22.5,11.1,4.4,9.8,45.4,0.6,2.3,27.3,1.6,2.4,68.8,5.0,4.5,1.1,0.3,2.1,8,1,3468,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/den.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3468.png&w=350&h=254
118,119,Eric Gordon,PHX,SG,68,27.8,11.0,4.0,9.1,44.3,2.2,5.8,37.8,0.8,0.9,79.7,1.8,2.0,1.0,0.4,1.1,0,0,3431,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/phi.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3431.png&w=350&h=254
119,120,Herbert Jones,NO,SF,76,30.5,11.0,3.9,7.7,49.8,1.5,3.6,41.8,1.8,2.1,86.7,3.6,2.6,1.4,0.8,1.2,0,0,4277813,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277813.png&w=350&h=254
120,121,Daniel Gafford,WSH/DAL,C,74,24.5,11.0,4.7,6.5,72.5,0.0,0.0,0.0,1.6,2.4,67.4,7.6,1.6,0.9,2.1,1.0,15,0,4278049,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278049.png&w=350&h=254
121,122,Jusuf Nurkic,PHX,C,76,27.3,10.9,4.2,8.3,51.0,0.3,1.2,24.4,2.2,3.4,64.0,11.0,4.0,1.1,1.1,2.3,28,0,3102530,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/phx.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3102530.png&w=350&h=254
122,123,Luguentz Dort,OKC,G,79,28.4,10.9,3.6,8.3,43.8,2.0,5.0,39.4,1.6,2.0,82.6,3.6,1.4,0.9,0.6,0.9,0,0,4397020,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/okc.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397020.png&w=350&h=254
123,124,Moritz Wagner,ORL,C,80,17.7,10.9,4.2,6.9,60.1,0.5,1.4,33.0,2.1,2.6,81.4,4.3,1.2,0.5,0.3,1.2,3,0,3150844,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3150844.png&w=350&h=254
124,125,Bruce Brown,IND/TOR,SF,67,27.8,10.8,4.1,8.7,47.8,0.8,2.4,32.3,1.7,2.1,82.4,4.2,2.9,0.9,0.3,1.3,2,0,4065670,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/tor.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4065670.png&w=350&h=254
125,126,Santi Aldama,MEM,PF,61,26.5,10.7,4.0,9.3,43.5,1.7,5.0,34.9,0.9,1.4,62.1,5.8,2.3,0.7,0.9,1.1,5,0,4593125,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4593125.png&w=350&h=254
126,127,Jaden McDaniels,MIN,PF,72,29.2,10.5,4.3,8.7,48.9,1.2,3.5,33.7,0.8,1.1,72.2,3.1,1.4,0.9,0.6,1.2,0,0,4431671,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/min.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431671.png&w=350&h=254
127,128,Simone Fontecchio,UTAH/DET,F,66,24.9,10.5,3.8,8.3,46.0,2.0,5.1,40.1,0.8,1.0,81.8,3.7,1.5,0.7,0.3,1.0,0,0,3899664,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/det.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3899664.png&w=350&h=254
128,129,Spencer Dinwiddie,LAL/BKN,PG,76,28.3,10.5,3.3,8.4,39.2,1.6,4.8,33.7,2.2,2.8,80.5,2.7,4.7,0.7,0.3,1.2,4,0,2580782,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2580782.png&w=350&h=254
129,130,Alec Burks,NY/DET,SG,66,18.4,10.4,3.2,8.6,36.9,1.9,5.0,37.6,2.2,2.5,86.8,2.3,1.3,0.4,0.2,0.7,0,0,6429,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mia.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6429.png&w=350&h=254
130,131,Grant Williams,DAL/CHA,PF,76,28.0,10.3,3.6,8.0,45.6,1.7,4.4,37.5,1.4,1.8,75.7,4.2,2.3,0.6,0.5,1.4,2,0,4066218,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/cha.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066218.png&w=350&h=254
131,132,Obi Toppin,IND,PF,82,21.1,10.3,4.0,7.1,57.3,1.2,3.1,40.3,0.9,1.2,77.0,3.9,1.6,0.6,0.5,0.8,1,0,4278355,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/ind.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278355.png&w=350&h=254
132,133,T.J. McConnell,IND,PG,71,18.2,10.2,4.6,8.4,55.6,0.3,0.6,40.9,0.7,0.9,79.0,2.7,5.5,1.0,0.1,1.5,4,0,2530530,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/ind.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2530530.png&w=350&h=254
133,134,Kevin Huerter,SAC,SG,64,24.4,10.2,3.9,8.8,44.3,1.9,5.3,36.1,0.6,0.7,76.6,3.5,2.6,0.7,0.4,0.8,2,0,4066372,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sac.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066372.png&w=350&h=254
134,135,Reggie Jackson,DEN,PG,82,22.2,10.2,4.0,9.2,43.1,1.2,3.5,35.9,1.0,1.2,80.6,1.9,3.8,0.5,0.1,1.3,2,0,6443,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/phi.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6443.png&w=350&h=254
135,136,Kentavious Caldwell-Pope,DEN,SG,76,31.6,10.1,3.6,7.7,46.0,1.6,4.1,40.6,1.3,1.5,89.4,2.4,2.4,1.3,0.6,1.0,0,0,2581018,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2581018.png&w=350&h=254
