RANK,NAME,TEAM,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,id,team_img,player_img
2498,Brynn Shoup-Hill,ILL,F,28,12.5,3.0,0.9,2.3,40.6,0.4,1.4,28.2,0.7,0.9,83.3,2.3,0.4,0.3,0.8,0.7,4898494,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898494.png&w=350&h=254
2499,Sasha Shishkina,AMCC,G,28,7.1,3.0,0.8,2.3,35.9,0.5,1.4,32.5,0.9,1.2,70.6,0.7,0.3,0.2,0.1,0.6,5108650,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108650.png&w=350&h=254
2500,Marissa Gingrich,NJIT,G,27,14.4,3.0,1.1,3.5,31.9,0.4,1.8,25.0,0.3,0.6,50.0,1.7,0.6,0.5,0.0,1.1,5174529,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174529.png&w=350&h=254
2501,Dakota Alston,MORG,C,23,12.4,3.0,1.1,3.9,28.1,0.7,2.9,23.9,0.1,0.1,66.7,0.7,0.4,0.6,0.0,0.3,5179310,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5179310.png&w=350&h=254
2502,Jaycie Christopher,ME,G,34,13.2,2.9,1.0,3.0,32.0,0.8,2.4,34.1,0.2,0.2,75.0,1.1,0.7,0.1,0.1,0.4,5107600,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107600.png&w=350&h=254
2503,Natalie Fraley,PORT,G,33,9.5,2.9,1.0,2.3,44.2,0.2,0.7,30.4,0.7,0.9,73.3,1.6,0.3,0.3,0.2,0.6,5109829,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109829.png&w=350&h=254
2504,Kathryn Neff,CSUF,F,31,18.7,2.9,1.2,3.8,30.3,0.5,2.6,20.7,0.1,0.1,50.0,1.5,0.7,0.4,0.3,0.6,4595189,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595189.png&w=350&h=254
2505,Laila Walker,JKST,C,31,10.6,2.9,1.1,1.9,59.3,0.0,0.0,0.0,0.7,1.2,55.3,3.5,0.0,0.2,0.6,0.5,5110443,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5110443.png&w=350&h=254
2506,Lanetta Williams,ODU,F,29,12.1,2.9,1.3,3.2,41.3,0.0,0.0,0.0,0.3,1.0,30.0,2.2,0.4,0.3,0.7,0.6,4433649,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433649.png&w=350&h=254
2507,Kristian Jackson,ALST,G,29,14.4,2.9,1.0,3.1,32.2,0.2,0.9,26.9,0.7,1.3,54.1,1.8,1.4,1.1,0.0,2.0,5109844,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109844.png&w=350&h=254
2508,Gretta Galban,TXSO,G,29,14.8,2.9,1.1,2.9,37.3,0.2,0.7,28.6,0.6,0.8,77.3,1.8,1.2,0.8,0.0,2.0,5175551,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175551.png&w=350&h=254
2509,Mikayla Brown,ODU,C,28,8.8,2.9,1.1,2.7,39.5,0.0,0.0,0.0,0.8,1.4,57.9,2.6,0.0,0.1,0.1,0.5,5108623,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108623.png&w=350&h=254
2510,L'or Mputu,USF,F,28,8.9,2.9,1.3,2.3,57.1,0.0,0.0,0.0,0.4,0.5,76.9,2.5,0.2,0.3,0.3,0.8,5174753,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174753.png&w=350&h=254
2511,Mia Beam,COR,G,26,16.3,2.9,0.8,2.7,31.0,0.5,1.7,28.9,0.7,0.8,90.5,1.1,0.4,0.3,0.1,0.6,4705216,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705216.png&w=350&h=254
2512,Siena Guttadauro,UTSA,G,25,10.4,2.9,1.0,3.0,32.0,0.8,2.5,33.9,0.2,0.2,66.7,1.3,0.7,0.1,0.0,0.8,5108347,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108347.png&w=350&h=254
2513,Taylor Wilson,ARMY,F,25,11.8,2.9,1.0,3.4,30.6,0.5,1.6,33.3,0.3,0.8,38.1,1.7,0.4,0.4,0.6,0.5,5176899,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5176899.png&w=350&h=254
2514,Alex Covill,WSU,C,36,10.3,2.9,1.1,2.6,43.2,0.0,0.0,0.0,0.6,0.8,79.3,2.4,0.3,0.1,1.6,1.1,5175979,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175979.png&w=350&h=254
2515,Hailee Brennen,FAMU,F,24,13.5,2.9,1.1,3.5,31.3,0.4,1.5,28.6,0.3,0.5,66.7,2.1,0.6,0.4,0.2,0.7,5177784,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5177784.png&w=350&h=254
2516,Crislyn Rose,ARST,G,23,14.3,2.9,1.2,3.0,40.6,0.2,1.0,18.2,0.3,0.6,53.8,1.1,0.9,0.4,0.0,1.4,5174718,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174718.png&w=350&h=254
2517,Ashley Iiams,DRKE,F,33,9.2,2.9,1.0,2.5,41.5,0.6,1.9,33.9,0.2,0.3,77.8,1.1,0.5,0.3,0.0,0.5,4900054,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4900054.png&w=350&h=254
2518,Ella Wigal,LIB,G,33,11.8,2.9,0.9,3.2,29.2,0.5,1.6,29.6,0.5,0.7,78.3,2.8,0.6,0.3,0.0,0.9,5177069,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5177069.png&w=350&h=254
2519,Quanirah Montague,MSST,F,32,7.2,2.9,1.1,2.2,51.4,0.0,0.1,0.0,0.7,1.0,63.6,2.4,0.2,0.2,0.8,0.7,5174272,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174272.png&w=350&h=254
2520,Amaria McNear,HPU,C,31,14.7,2.9,0.9,2.7,32.5,0.2,0.9,18.5,1.0,1.3,79.5,2.8,0.9,0.3,1.2,1.2,4594895,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594895.png&w=350&h=254
2521,Louis Volker,MOST,F,31,9.5,2.9,1.4,2.8,50.0,0.0,0.0,100.0,0.1,0.2,50.0,2.0,0.6,0.3,0.1,0.4,5178530,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178530.png&w=350&h=254
2522,Ines Monteagudo Pardo,BU,G,30,13.0,2.9,1.0,3.3,31.6,0.5,1.9,27.6,0.3,0.4,69.2,0.9,0.8,0.3,0.0,1.0,5176889,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5176889.png&w=350&h=254
2523,Kaiden Glenn,WMU,G,28,9.5,2.9,1.0,2.6,40.3,0.7,1.8,38.0,0.1,0.2,80.0,0.9,0.3,0.2,0.0,0.5,4900192,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4900192.png&w=350&h=254
2524,Soleil Montrose,ARMY,F,28,12.0,2.9,1.0,4.3,24.0,0.1,0.9,7.7,0.8,1.2,61.8,1.4,0.5,0.3,0.1,1.0,5108337,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108337.png&w=350&h=254
2525,Maya Linton,UTSA,F,26,15.2,2.9,1.0,2.7,37.7,0.1,0.4,27.3,0.8,1.4,54.1,3.7,0.3,1.1,0.1,0.8,5108350,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108350.png&w=350&h=254
2526,Faith Feuerbach,STMN,G,26,12.3,2.9,1.0,3.3,29.9,0.7,2.8,24.3,0.2,0.3,71.4,1.5,1.0,0.3,0.3,0.7,5109981,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109981.png&w=350&h=254
2527,Jaden Sanderson,UCR,G,26,17.0,2.9,1.1,3.3,33.7,0.0,0.4,9.1,0.6,1.0,61.5,3.0,0.7,0.9,0.0,1.2,5177872,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5177872.png&w=350&h=254
2528,Mackenzie Thomas,SELA,G,26,12.5,2.9,1.0,2.5,40.9,0.0,0.5,8.3,0.8,1.3,60.6,3.3,0.4,0.4,0.0,0.7,5178027,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178027.png&w=350&h=254
2529,Hana Muhl,BALL,G,34,13.2,2.9,0.9,1.9,48.4,0.4,1.0,44.1,0.6,0.9,72.4,1.3,0.9,0.7,0.1,0.9,5110089,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5110089.png&w=350&h=254
2530,Jaylen Mallard,UNT,F,32,10.4,2.9,1.2,2.1,56.1,0.1,0.2,50.0,0.5,0.7,65.2,1.8,0.2,0.1,0.1,0.6,4596040,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4596040.png&w=350&h=254
2531,Aanaya Harris,XAV,G,23,15.8,2.9,1.0,3.0,34.8,0.1,0.6,23.1,0.7,1.0,65.2,2.2,0.5,0.3,0.1,1.0,4899027,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899027.png&w=350&h=254
2532,Edessa Noyan,UVA,F,28,13.6,2.9,1.1,2.3,50.0,0.1,0.4,36.4,0.4,0.6,75.0,3.1,0.4,0.4,0.4,0.9,5174435,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174435.png&w=350&h=254
2533,JeAnna Cunningham,ALA,C,34,10.9,2.9,1.1,2.2,47.4,0.0,0.0,0.0,0.7,0.9,80.6,2.6,0.1,0.1,0.6,0.7,4597333,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4597333.png&w=350&h=254
2534,Julia Garcia Roig,XAV,G,26,20.3,2.8,1.1,3.3,32.9,0.1,0.7,11.8,0.6,0.7,84.2,1.3,1.9,0.5,0.1,1.8,5174773,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174773.png&w=350&h=254
2535,T'Aaliyah Miner,LAM,G,26,10.8,2.8,1.2,2.1,59.3,0.0,0.0,0.0,0.4,0.9,41.7,2.1,0.1,0.5,0.3,0.7,5177965,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5177965.png&w=350&h=254
2536,Kailyn Watkins,ALCN,G,25,12.6,2.8,0.9,3.0,29.7,0.3,1.2,23.3,0.8,1.6,51.3,1.1,0.6,0.5,0.0,1.6,4704640,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704640.png&w=350&h=254
2537,Nickie Carter,FDU,G,25,13.1,2.8,0.9,3.7,25.0,0.8,2.9,26.0,0.2,0.3,75.0,1.1,0.7,0.5,0.0,0.7,5178217,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178217.png&w=350&h=254
2538,Nya Valentine,CLEM,G,31,11.6,2.8,0.9,2.9,32.2,0.8,2.5,34.2,0.1,0.2,80.0,0.7,0.8,0.2,0.0,0.8,5174403,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174403.png&w=350&h=254
2539,Ava Hawthorne,DRKE,G,35,15.9,2.8,1.0,2.7,36.8,0.4,1.6,24.6,0.4,0.6,75.0,1.6,1.9,0.5,0.1,1.3,5109168,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109168.png&w=350&h=254
2540,Lucy Robertson,BELL,F,28,12.0,2.8,1.1,2.4,48.5,0.0,0.0,0.0,0.5,0.9,62.5,2.4,0.4,0.3,0.4,1.3,4704191,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704191.png&w=350&h=254
2541,Eno Inyang,CLEM,C,28,13.8,2.8,1.1,3.2,35.6,0.0,0.0,0.0,0.5,0.7,78.9,2.2,0.3,0.5,0.6,1.2,4898551,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898551.png&w=350&h=254
2542,Gabby Giuffre,NEV,G,32,13.2,2.8,1.1,2.7,39.1,0.6,1.4,39.1,0.1,0.2,66.7,2.0,0.5,0.3,0.1,0.4,4703853,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4703853.png&w=350&h=254
2543,Anya Poole,UNC,F,30,12.3,2.8,1.1,2.3,46.4,0.0,0.0,0.0,0.7,1.0,64.5,3.2,0.4,0.3,0.6,0.5,4434028,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4434028.png&w=350&h=254
2544,Lilly Ferguson,MASS,G,30,20.5,2.8,1.0,3.2,31.6,0.0,0.3,11.1,0.8,1.1,67.6,2.6,1.0,0.5,0.1,1.1,5107540,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107540.png&w=350&h=254
2545,Ruby Willard,ELON,G,30,15.9,2.8,0.9,3.7,25.2,0.5,2.0,26.2,0.4,0.6,70.6,1.6,0.4,0.4,0.1,1.0,5108792,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108792.png&w=350&h=254
2546,Ruby Vlahov,SMC,F,30,14.0,2.8,1.1,2.9,36.8,0.5,1.3,38.5,0.2,0.4,45.5,2.4,0.6,0.7,0.1,0.6,5175073,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175073.png&w=350&h=254
2547,Sandra Frau-Garcia,UIC,G,34,19.0,2.8,0.9,2.5,34.9,0.1,0.3,30.0,0.9,1.5,61.5,2.3,3.8,1.5,0.1,2.3,5178540,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178540.png&w=350&h=254
2548,Christen McCann,YALE,G,24,14.0,2.8,1.1,3.2,33.8,0.4,1.8,23.3,0.2,0.3,62.5,1.1,0.5,0.4,0.0,0.6,4899332,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899332.png&w=350&h=254
2549,Ashley Chevalier,TTU,G,33,19.8,2.8,1.0,2.7,36.0,0.3,1.0,27.3,0.6,0.9,65.5,2.0,1.2,1.1,0.0,0.9,4433981,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433981.png&w=350&h=254
2550,Kierra Adams,FGCU,F,33,14.2,2.8,1.1,3.5,31.0,0.2,1.2,15.0,0.4,1.0,41.2,2.0,1.8,0.6,0.3,1.2,4594400,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594400.png&w=350&h=254
2551,Kelis Corley,STBK,G,33,22.0,2.8,1.0,3.5,27.8,0.4,1.8,23.0,0.4,0.6,73.7,3.5,1.1,0.5,0.2,1.4,4704615,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704615.png&w=350&h=254
2552,Anaya Barney,CCU,G,33,20.7,2.8,1.0,3.9,25.8,0.5,2.3,22.4,0.3,0.6,45.0,3.0,1.0,0.9,0.5,1.3,4900082,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4900082.png&w=350&h=254
2553,Maria Myklebust,FAU,F,28,11.4,2.8,1.0,2.7,38.2,0.6,1.8,34.7,0.1,0.1,100.0,1.4,0.4,0.3,0.0,0.8,4898988,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898988.png&w=350&h=254
2554,Dara Capaldi,EMU,G,28,13.3,2.8,1.0,2.2,43.5,0.3,1.0,33.3,0.5,0.7,78.9,1.7,0.5,0.3,0.1,1.2,5109080,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109080.png&w=350&h=254
2555,D'Asia Thomas-Harris,GT,G,28,7.8,2.8,1.0,2.0,50.0,0.0,0.0,0.0,0.8,1.3,62.9,2.4,0.3,0.3,0.2,0.7,5174418,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174418.png&w=350&h=254
2556,Dallas Pierce,MASS,G,27,11.7,2.8,1.0,2.7,37.0,0.7,1.8,39.6,0.1,0.1,100.0,0.7,0.3,0.3,0.0,1.0,5174395,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174395.png&w=350&h=254
2557,Amanda Olinger,CP,F,31,13.5,2.8,1.2,3.3,36.6,0.0,0.4,9.1,0.4,0.7,52.4,2.4,0.4,0.2,0.3,1.0,4595850,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595850.png&w=350&h=254
2558,Katie Springs,UCSD,C,31,17.6,2.8,1.0,2.4,42.5,0.0,0.0,0.0,0.8,1.4,55.8,7.5,1.2,1.3,0.7,1.4,4899735,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899735.png&w=350&h=254
2559,Nyah Lowery,PAC,G,30,14.1,2.8,1.0,2.5,41.3,0.5,1.4,39.0,0.2,0.2,71.4,1.5,0.6,0.5,0.2,0.8,5174332,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174332.png&w=350&h=254
2560,Kailyn Fields,KENN,G,30,20.3,2.8,1.0,3.6,29.0,0.3,1.6,21.3,0.4,0.6,64.7,1.5,1.9,0.7,0.0,1.7,5175451,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175451.png&w=350&h=254
2561,Paula Gallego,ME,G,34,14.7,2.8,1.0,2.9,33.3,0.4,1.3,34.9,0.4,0.6,61.9,1.9,1.5,0.5,0.1,1.1,4898963,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898963.png&w=350&h=254
2562,Kamryn Dziak,GAST,G,29,12.7,2.8,0.9,3.1,30.0,0.7,2.6,26.7,0.2,0.3,75.0,0.9,0.2,0.7,0.0,0.4,4595937,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595937.png&w=350&h=254
2563,Megan Barton,SEMO,G,29,12.5,2.8,1.1,2.9,36.9,0.3,1.3,21.1,0.3,0.6,58.8,2.0,0.8,0.3,0.1,0.7,5109753,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109753.png&w=350&h=254
2564,Kay Kay Green,TA&M,G,31,17.6,2.7,1.1,3.3,32.7,0.2,0.9,17.9,0.5,0.8,56.0,1.2,2.3,0.6,0.2,1.2,4704601,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704601.png&w=350&h=254
2565,Mikaya Tynes,JMU,F,27,7.9,2.7,1.1,2.0,54.7,0.0,0.1,50.0,0.6,0.8,68.2,1.7,0.1,0.3,0.2,0.4,4899576,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899576.png&w=350&h=254
